id,region,name,res1,res2,res3,res4,res5,res6
1127,new_york,Sfuzzi,534,565,125,228,667,349
1128,new_york,Mr. Souvlaki,122,286,22,482,633,139
1129,new_york,Patrissy's,233,125,642,171,170,329
1130,new_york,JO JO,428,52,476,626,146,610
1131,new_york,Le Veau d'Or,233,608,646,91,350,315
1132,new_york,Tacomadre,365,430,166,131,333,207
1133,new_york,Mike's Bar & Grill,303,372,367,366,585,111
1134,new_york,Ollie's,427,519,579,607,65,129
1135,new_york,Patisserie J. Lanciani,5,521,275,442,573,632
1136,new_york,Manila Gardens,111,303,675,74,561,94
1137,new_york,The Levee,421,49,219,671,512,85
1138,new_york,Hwa Yuan Szechuan Inn,579,129,176,427,235,425
1139,new_york,Nusantara,534,333,458,228,78,649
1140,new_york,Ecco L'Italia,409,639,82,217,585,184
1141,new_york,Coco Pazzo,230,612,595,402,148,406
1142,new_york,Bistro 36,646,62,344,431,329,574
1143,new_york,Le Max,152,107,461,458,349,653
1144,new_york,Brother's Bar-B-Q,390,391,182,537,221,607
1145,new_york,Boathouse Cafe,466,578,227,133,109,57
1146,new_york,Great Jones Cafe,671,65,607,291,334,134
1147,new_york,La Mangeoire,340,526,470,647,637,74
1148,new_york,SECOND AVENUE DELI,579,12,427,129,216,235
1149,new_york,GOTHAM BAR & GRILL,370,640,307,627,63,246
1150,new_york,Lobby Lounge,409,20,585,285,639,340
1151,new_york,La Focaccia,11,618,103,108,209,601
1152,new_york,Portico,11,618,103,108,209,601
1153,new_york,Bertha's,102,117,493,68,562,247
1154,new_york,Gianni's,56,46,259,262,349,621
1155,new_york,Chumley's,219,278,227,60,197,396
1156,new_york,Taste of Tokyo,254,619,439,71,608,371
1157,new_york,Main Street,2,644,565,368,198,541
1158,new_york,Regency,620,246,418,169,307,640
1159,new_york,Corner Bistro,398,334,133,219,497,117
1160,new_york,Parioli Romanissimo,223,244,383,576,466,189
1161,new_york,Cafe Trevi,337,428,620,563,576,246
1162,new_york,Siam Inn,91,588,407,186,643,287
1163,new_york,Sweet Basil's,121,601,298,379,13,574
1164,new_york,La Collina,233,125,642,171,170,329
1165,new_york,Cowgirl Hall of Fame,197,227,133,60,56,259
1166,new_york,La Goulue,585,409,606,656,253,158
1167,new_york,Cuisine de Saigon,344,624,329,646,204,522
1168,new_york,Fraunces Tavern Restaurant,361,110,501,133,652,396
1169,new_york,Zip City Brewery,60,197,133,227,219,109
1170,new_york,Tibetan Restaurant,395,580,210,642,143,17
1171,new_york,Pen & Pencil Restaurant,107,70,525,458,17,16
1172,new_york,Papa Bear,510,0,166,582,435,398
1173,new_york,Vong & Kwong                          ,311,129,23,1,529,371
1174,new_york,Cafe Botanica,428,418,242,426,659,620
1175,new_york,Chelsea Trattoria,349,125,604,458,320,416
1176,new_york,Mezzaluna,334,573,134,75,117,219
1177,new_york,Billy's,565,17,458,167,397,644
1178,new_york,Emily's,37,19,476,653,241,255
1179,new_york,Florent,607,247,493,65,117,334
1180,new_york,Bar Pitti,259,302,148,262,433,441
1181,new_york,Szechuan Kitchen,216,427,541,166,579,129
1182,new_york,La Palette,639,360,81,536,625,492
1183,new_york,Pasticcio,329,233,306,439,646,440
1184,new_york,Jackson Hole,133,75,252,60,334,318
1185,new_york,Pigalle,125,653,62,379,408,26
1186,new_york,Cafe de Paris,340,585,409,285,20,558
1187,new_york,Vespa,436,233,329,487,91,646
1188,new_york,Rachel's,409,639,267,492,366,367
1189,new_york,Tre Giganti,492,628,373,81,236,639
1190,new_york,Casalone,56,46,259,262,349,621
1191,new_york,Gray's Papaya,247,607,519,65,274,523
1192,new_york,Viand,114,319,318,0,435,261
1193,new_york,DeGrezia,636,466,620,485,223,383
1194,new_york,Provence,644,611,223,661,603,636
1195,new_york,Ecco,232,608,308,11,125,667
1196,new_york,Pierre au Tunnel,422,125,152,621,574,379
1197,new_york,Honmura An,283,556,418,31,645,383
1198,new_york,Shinbashi-an,180,490,374,606,585,270
1199,new_york,Mickey Mantle's,133,219,227,75,110,278
0,san_francisco,Circolo,379,126,148,163,586,661
1,san_francisco,Meriwa,352,647,675,492,526,124
2,san_francisco,Medioevo,675,490,124,526,515,136
3,san_francisco,Original Old Clam House,132,674,49,200,295,194
4,san_francisco,Indian Oven,48,479,288,149,145,622
5,san_francisco,Baccarat Room,665,21,460,412,57,104
6,san_francisco,"Osome ,",265,439,146,167,516,53
7,san_francisco,TADICH GRILL,163,148,332,595,525,349
8,san_francisco,Manora's Thai Cuisine,32,588,212,476,37,591
9,san_francisco,Laghi,288,286,491,569,646,344
10,san_francisco,South China Cafe,234,54,28,358,157,376
11,san_francisco,Rice Table,330,196,337,52,502,612
12,san_francisco,Ruby's,507,457,14,450,149,38
13,san_francisco,Babylon,174,618,366,203,542,293
14,san_francisco,FRENCH ROOM,418,250,27,620,659,370
15,san_francisco,HARRIS',620,418,86,223,164,659
16,san_francisco,Aux Delices,288,480,427,228,149,131
17,san_francisco,California Culinary Academy,379,126,62,161,649,130
18,san_francisco,Giramonti,161,163,148,595,302,644
19,san_francisco,Sam's Grill & Seafood,163,38,653,265,161,349
20,san_francisco,Donatello,620,418,116,199,576,659
21,san_francisco,Rosmarino,503,223,282,405,659,603
22,san_francisco,Waterfront Restaurant,665,21,121,603,198,412
23,san_francisco,Enrico's,458,379,639,373,492,81
24,san_francisco,Paprika's Fono,126,163,161,379,148,121
25,san_francisco,Marnee Thai,609,32,588,98,420,37
26,san_francisco,Benihana,133,227,507,643,642,17
27,san_francisco,Cheer's Cafe,652,288,78,77,310,496
28,san_francisco,Christophe,602,626,153,524,551,31
29,san_francisco,Caribbean Zone,227,60,197,644,164,361
30,san_francisco,The Blue Light,671,227,197,60,54,323
31,san_francisco,Le Castel,199,620,116,187,418,576
32,san_francisco,Mayflower,427,668,143,18,498,216
33,san_francisco,Schroeder's,565,323,578,148,608,167
34,san_francisco,L'Entrecote de Paris,379,163,661,450,148,121
35,san_francisco,Max's Diner,64,61,589,332,16,453
36,san_francisco,Fly Trap Restaurant,163,595,332,148,161,162
37,san_francisco,Cafe Claude,379,661,62,343,288,453
38,san_francisco,La Fiammetta Ristorante,563,636,383,348,428,282
39,san_francisco,Allegro,675,321,301,302,303,305
40,san_francisco,Fana Ethiopian Restaurant,675,272,238,94,93,243
41,san_francisco,Mandalay,588,300,115,98,37,32
42,san_francisco,Ernesto's,134,642,288,482,652,605
43,san_francisco,Brazen Head,393,30,441,137,534,565
44,san_francisco,The London Wine Bar,565,60,227,546,507,86
45,san_francisco,I Fratelli,608,667,206,41,308,232
46,san_francisco,Nob Hill Restaurant,349,21,458,653,659,524
47,san_francisco,Capp's Corner,227,421,671,331,291,632
48,san_francisco,Market Roastery,174,305,408,213,70,635
49,san_francisco,Samurai Sausalito,369,145,95,479,117,493
50,san_francisco,PANE E VINO,144,602,375,203,406,575
51,san_francisco,Diamond Street Restaurant,49,109,421,227,512,323
52,san_francisco,House of Nanking,407,129,89,36,358,223
53,san_francisco,Gaylord Indian Restaurant,126,379,121,661,62,302
54,san_francisco,Savoy Brasserie,21,586,349,603,26,669
55,san_francisco,Sears Fine Foods,652,131,166,565,343,17
56,san_francisco,India House,507,40,422,146,24,232
57,san_francisco,LuLu Restaurant,94,675,73,238,93,243
58,san_francisco,Yoshida-Ya,615,603,241,597,299,364
59,san_francisco,Ping Yuen,358,508,179,318,430,435
60,san_francisco,Buckeye Roadhouse,644,611,603,289,144,164
61,san_francisco,TERRACE RESTAURANT,495,576,250,418,90,282
62,san_francisco,Jin Jiang,501,669,69,586,26,446
63,san_francisco,Cafe Majestic,659,90,446,418,187,644
64,san_francisco,Brick's,75,671,438,110,497,452
65,san_francisco,Dottie's True Blue Cafe,288,652,78,369,44,496
66,san_francisco,Big Four,446,659,169,21,644,90
67,san_francisco,Woodward's Garden,366,372,111,367,585,303
68,san_francisco,Julie's Supper Club,197,60,227,546,56,323
69,san_francisco,Avenue Grill,595,203,144,229,178,197
70,san_francisco,Bocce Cafe,60,291,671,219,109,133
71,san_francisco,Cafe Maisonnette,661,294,437,144,226,127
72,san_francisco,La Bergerie,112,410,122,71,167,314
73,san_francisco,Vince,653,606,649,31,458,146
74,san_francisco,La Ginestra,642,134,565,221,507,64
75,san_francisco,Pier 23 Cafe,323,635,259,197,56,38
76,san_francisco,Yamato Restaurant & Sushi Bar,161,141,13,103,11,43
77,san_francisco,Bohemian Cigar Store,369,46,343,621,56,527
78,san_francisco,FOG CITY DINER,644,603,148,586,46,289
79,san_francisco,Ristorante Fabrizio,597,241,364,595,255,162
80,san_francisco,Etrusca,418,576,659,620,116,90
81,san_francisco,PAT O'SHEA'S MAD HATTER,565,642,673,222,233,17
82,san_francisco,Goro's Robato,128,346,433,24,621,161
83,san_francisco,Maxfield's Bar & Grill,556,188,418,620,615,241
84,san_francisco,Little Italy,167,149,439,265,565,302
85,san_francisco,Baci Caffe,534,514,149,87,174,320
86,san_francisco,Carlo's Restaurant,612,343,635,121,126,516
87,san_francisco,North Sea Village,148,457,70,553,38,614
88,san_francisco,Splendido's,603,223,595,586,644,620
89,san_francisco,Panama Hotel,422,527,262,460,621,450
90,san_francisco,King of China,452,275,157,376,378,388
91,san_francisco,Cafe Mozart,620,199,659,246,116,225
92,san_francisco,Barbarossa,659,661,437,348,199,418
93,san_francisco,AMELIO'S,10,620,640,246,105,164
94,san_francisco,The Sand Dollar,410,578,78,565,652,550
95,san_francisco,Cava 555,644,149,371,2,527,369
96,san_francisco,Ironwood Cafe,281,163,13,298,43,62
97,san_francisco,JoAnn's B Street Cafe,675,490,124,526,515,136
98,san_francisco,The Elite Cafe,644,164,402,289,369,197
99,san_francisco,Dusit Thai,588,205,420,32,609,565
100,san_francisco,El Tapatio,64,630,411,656,494,93
101,san_francisco,La Taqueria,541,106,207,25,519,135
102,san_francisco,House of Prime Rib,595,162,626,524,175,10
103,san_francisco,Gray Whale,430,438,508,207,573,318
104,san_francisco,Modella Ristorante,675,490,124,526,515,136
105,san_francisco,FLEUR DE LYS,640,105,307,564,370,426
106,san_francisco,Fountain Court,288,565,427,652,336,9
107,san_francisco,Curbside Cafe,652,288,527,78,149,228
108,san_francisco,Il Fornaio,603,299,586,661,595,612
109,san_francisco,Baker St. Bistro,259,152,422,191,621,617
110,san_francisco,Ristorante Ecco,241,434,595,364,597,309
111,san_francisco,POSTRIO,10,418,620,164,640,603
112,san_francisco,Mandarin House,659,294,244,188,368,383
113,san_francisco,Suppers,175,661,281,146,437,130
114,san_francisco,A. Sabella's,163,653,62,546,379,162
115,san_francisco,Alta Mira,659,21,460,138,90,495
116,san_francisco,Tortola Restaurant,369,64,494,301,228,589
117,san_francisco,Miss Pearl's Jam House,56,197,227,612,148,259
118,san_francisco,Pacific Cafe,290,294,337,175,469,30
119,san_francisco,Bill's Place,430,438,133,109,365,179
120,san_francisco,Scott's Seafood Grill & Bar,163,126,162,161,653,349
121,san_francisco,The Stinking Rose,565,578,603,288,439,644
122,san_francisco,Garibaldi's on Presidio,502,86,612,259,241,174
123,san_francisco,One Market,675,490,124,526,515,136
124,san_francisco,Flower Lounge,186,553,524,608,595,612
125,san_francisco,Emporio Armani Express,675,490,124,526,515,136
126,san_francisco,Modesto Lanzone,644,669,586,21,104,501
127,san_francisco,Campo Santo,395,613,80,288,427,542
128,san_francisco,Yank Sing,255,509,343,612,453,595
129,san_francisco,Sally's Cafe & Bakery,671,438,652,496,288,565
130,san_francisco,Mescolanza,652,565,149,288,591,432
131,san_francisco,Johnny Love's,644,197,409,653,163,603
132,san_francisco,Adriatic,163,288,265,565,665,53
133,san_francisco,Embarko,527,46,644,148,121,379
134,san_francisco,Ebisu,150,596,212,643,287,467
135,san_francisco,Mel's Drive-In,133,227,452,60,671,75
136,san_francisco,The Buchanan Grill,565,439,332,174,198,17
137,san_francisco,Tommaso's,565,605,310,652,288,395
138,san_francisco,Clark's by the Bay,60,49,227,197,281,133
139,san_francisco,Trio Cafe,369,343,288,293,616,527
140,san_francisco,Ciao Ristorante,86,565,534,661,614,227
141,san_francisco,FLYING SAUCER,148,107,595,227,144,551
142,san_francisco,Brother's Delicatessen,319,0,114,59,520,510
143,san_francisco,Mozarella di Bufala,374,288,534,180,490,369
144,san_francisco,S. Asimakopoulous,326,222,432,143,137,591
145,san_francisco,Buca Giovanni,31,86,563,524,348,649
146,san_francisco,Fringale,661,144,437,226,282,595
147,san_francisco,Hahn's Hibachi,671,438,452,79,365,304
148,san_francisco,Ichiban-Kan,174,346,128,433,191,506
149,san_francisco,Cha Cha Cha's,227,369,60,197,612,156
150,san_francisco,Narsai's Cafe,288,534,516,193,613,392
151,san_francisco,Mai's,567,118,391,442,623,427
152,san_francisco,Mifune,369,122,288,464,275,274
153,san_francisco,Pauline's Pizza Pie,380,567,427,227,498,521
154,san_francisco,Elka,349,603,409,38,595,644
155,san_francisco,Chu Lin,9,221,210,222,17,509
156,san_francisco,Golden Phoenix,263,255,534,616,647,180
157,san_francisco,Alain Rondelli,675,490,124,526,515,136
158,san_francisco,Tanuki,300,147,420,645,609,588
159,san_francisco,Pietro's,394,460,277,112,644,148
160,san_francisco,Hard Rock Cafe,227,60,197,164,133,644
161,san_francisco,Spuntino,288,438,221,498,652,156
162,san_francisco,Caffe Delle Stelle,349,372,653,492,409,625
163,san_francisco,Jack's Restaurant,21,644,501,222,642,167
164,san_francisco,Harbor Village Restaurant,524,148,595,162,626,612
165,san_francisco,Cordon Bleu Vietnamese,166,59,251,582,106,202
166,san_francisco,Milano Joe's,149,288,84,439,122,587
167,san_francisco,La Traviata Restaurant,126,163,209,108,103,379
168,san_francisco,L'Escargot,282,659,90,636,250,495
169,san_francisco,Cafe Flore,560,201,508,505,671,632
170,san_francisco,The Half Shell,38,349,148,174,635,70
171,san_francisco,Helmand,612,299,10,196,353,186
172,san_francisco,Kim's,565,17,53,652,9,288
173,san_francisco,Eric's Restaurant,352,647,675,492,526,124
174,san_francisco,Cafe 222,501,281,146,302,614,31
175,san_francisco,Bella Voce,644,669,370,138,586,640
176,san_francisco,Chez T. J.,283,353,636,225,223,368
177,san_francisco,"Trader Vic's ,",349,669,649,458,653,501
178,san_francisco,Franco's,31,661,612,597,294,379
179,san_francisco,Doidge's Kitchen,496,565,588,288,517,652
180,san_francisco,Milly's,149,534,196,337,288,571
181,san_francisco,Sol y Luna,644,379,126,653,138,21
182,san_francisco,Kan's,126,11,13,379,163,618
183,san_francisco,Ristorante Grifone,349,458,148,653,38,524
184,san_francisco,Mama's of San Francisco,334,134,565,109,221,222
185,san_francisco,Ristorante Milano,364,595,661,162,597,241
186,san_francisco,Tu Lan,235,404,59,442,129,114
187,san_francisco,Iroha Restaurant,454,645,374,373,372,639
188,san_francisco,Vivande Porta Via,612,332,186,299,148,245
189,san_francisco,La Scene Cafe & Bar,675,490,124,526,515,136
190,san_francisco,Maye's Oyster House,671,197,323,148,438,332
191,san_francisco,New Joe's,91,652,581,288,78,222
192,san_francisco,Geordy's,507,297,298,301,302,303
193,san_francisco,North Beach Restaurant,565,163,432,121,53,222
194,san_francisco,Ristorante Lucca,265,87,439,174,167,38
195,san_francisco,Bistro Clovis,349,372,653,492,409,625
196,san_francisco,Hunan Restaurant,427,255,512,509,227,221
197,san_francisco,Cafe Bastille,379,661,174,516,644,302
198,san_francisco,Stars Cafe,148,595,644,636,164,10
199,san_francisco,Stars Cafe,636,644,10,620,576,164
200,san_francisco,SQUARE ONE,563,661,348,164,294,659
201,san_francisco,Kabuto Sushi,300,141,287,444,596,150
202,san_francisco,Fung Lum,412,289,665,650,57,139
203,san_francisco,Empress of China,38,163,601,126,595,614
204,san_francisco,The Carnelian Room,669,659,90,370,640,644
205,san_francisco,Appam,154,124,675,352,389,374
206,san_francisco,Crustacean,534,288,618,161,163,349
207,san_francisco,231 ELLSWORTH,620,199,418,307,576,640
208,san_francisco,MASA'S,105,640,426,370,27,564
209,san_francisco,Osteria,159,661,595,575,616,434
210,san_francisco,Ton Kiang Restaurant,421,255,221,9,109,512
211,san_francisco,Kelly's on Trinity,675,600,585,256,257,74
212,san_francisco,Cacti,661,400,466,138,516,586
213,san_francisco,Kirin Chinese Restaurant,176,427,579,382,483,435
214,san_francisco,Angkor Wat,37,411,264,645,476,255
215,san_francisco,The Caprice,644,586,659,669,21,603
216,san_francisco,Susie Kate's,534,288,149,527,174,433
217,san_francisco,La Mediterranee,288,565,233,343,222,652
218,san_francisco,Julius' Castle,576,603,187,659,669,644
219,san_francisco,Basta Pasta,221,671,642,334,573,291
220,san_francisco,Pixley Cafe,58,546,308,608,313,60
221,san_francisco,North India Restaurant,661,595,364,612,162,241
222,san_francisco,Narai,382,565,487,533,140,143
223,san_francisco,California Pizza Kitchen,156,132,427,369,95,78
224,san_francisco,L'Olivier,661,603,495,199,659,620
225,san_francisco,Taqueria Mission,194,420,135,109,25,147
226,san_francisco,Little Henry's,365,508,430,452,438,445
227,san_francisco,Hyde Street Bistro,661,226,127,437,563,294
228,san_francisco,Little Joe's,427,288,156,18,369,132
229,san_francisco,Guernica,62,379,644,642,210,17
230,san_francisco,Celadon,9,593,475,48,91,167
231,san_francisco,AQUA,620,116,10,282,603,644
232,san_francisco,Ace Cafe,227,60,197,278,164,421
233,san_francisco,The Mandarin,603,495,659,223,586,626
234,san_francisco,Rasselas Ethiopian Cuisine,608,408,87,635,653,553
235,san_francisco,Eddie Rickenbacher's,197,671,227,60,632,278
236,san_francisco,Cypress Club,644,620,603,10,164,576
237,san_francisco,Imperial Palace,565,393,34,519,523,441
238,san_francisco,Golden Turtle,534,149,527,24,614,174
239,san_francisco,Adriana's,288,112,518,149,152,431
240,san_francisco,Vicolo Pizzeria,334,54,221,5,493,49
241,san_francisco,Trattoria Contadina,608,308,408,667,58,14
242,san_francisco,Act IV,418,659,501,348,495,90
243,san_francisco,Remillards,241,206,86,186,408,409
244,san_francisco,Olive's Gourmet Pizza,134,603,642,233,516,109
245,san_francisco,Squid's Cafe,671,452,674,421,54,438
246,san_francisco,Castagnola's,133,546,643,578,565,652
247,san_francisco,Island Cafe,288,119,534,516,327,613
248,san_francisco,Ichiraku,502,146,64,61,507,133
249,san_francisco,Jackson Fillmore Trattoria,444,406,99,588,595,596
250,san_francisco,Kyo-Ya Restaurant,360,349,454,603,502,409
251,san_francisco,Cairo Cafe,438,565,546,379,288,219
252,san_francisco,The Rotunda Restaurant,21,665,412,501,57,163
253,san_francisco,King Charcoal BBQ House,483,216,237,427,391,12
254,san_francisco,Umberto's,163,595,148,241,38,161
255,san_francisco,Hamburger Mary's,133,227,497,60,219,75
256,san_francisco,Mamounia,163,379,62,665,501,57
257,san_francisco,La Rocca's Oyster Bar,480,550,38,553,228,149
258,san_francisco,Barnaby's By The Bay,671,219,438,489,652,106
259,san_francisco,La Petite Auberge,43,160,58,379,11,308
260,san_francisco,Casa Aguila,420,98,115,496,517,300
261,san_francisco,ERNIE'S,640,105,370,620,307,199
262,san_francisco,La Roca,265,410,384,652,91,553
263,san_francisco,Izzy's Steak & Chophouse,86,661,241,130,364,595
264,san_francisco,Angkor Palace,588,312,443,638,255,645
265,san_francisco,Maharani,62,361,379,597,241,647
266,san_francisco,PJ's Oyster Bed,321,675,154,526,124,515
267,san_francisco,Chambord,379,62,661,644,302,126
268,san_francisco,Marin Joe's,635,439,302,578,198,460
269,san_francisco,Bentley's,163,635,62,379,653,349
270,san_francisco,Caffe Roma,438,671,288,79,369,304
271,san_francisco,Original Joe's,565,652,78,288,17,53
272,san_francisco,SWAN OYSTER DEPOT,661,496,132,565,147,156
273,san_francisco,Mom Is Cooking,380,385,106,359,427,435
274,san_francisco,Pauli's Cafe,149,288,534,652,240,171
275,san_francisco,China Moon Cafe,595,620,603,640,418,144
276,san_francisco,Cafe For All Seasons,542,61,43,50,16,514
277,san_francisco,Le Central,644,586,148,332,402,191
278,san_francisco,Hayes Street Grill,524,162,603,349,653,626
279,san_francisco,Max's Opera Cafe,527,332,534,450,149,50
280,san_francisco,SHERMAN HOUSE,640,418,27,105,564,370
281,san_francisco,Emerald Garden,226,661,437,294,348,379
282,san_francisco,Rendezvous du Monde,94,675,73,238,93,243
283,san_francisco,Mela,490,546,616,124,111,154
284,san_francisco,Scoma's,163,349,121,148,653,162
285,san_francisco,Boulevard,675,647,20,236,499,639
286,san_francisco,Vanessi's Nob Hill,644,332,586,649,458,653
287,san_francisco,SILKS,620,199,418,116,90,187
288,san_francisco,Yet Wah,425,363,291,208,531,641
289,san_francisco,Marrakech Moroccan Restaurant,653,458,349,163,148,418
290,san_francisco,Tarantino's Restaurant,109,54,421,546,49,227
291,san_francisco,Le Cyrano,375,434,661,229,178,141
292,san_francisco,Dal Baffo,620,199,10,187,405,116
293,san_francisco,Kuleto's,644,586,669,21,161,595
294,san_francisco,Harry Denton's,644,586,148,379,163,603
295,san_francisco,MacArthur Park,332,450,148,667,198,457
296,san_francisco,BIX,644,620,90,576,223,418
297,san_francisco,Mike's Chinese Cuisine,547,210,593,417,42,382
298,san_francisco,Balboa Cafe,60,644,91,197,332,371
299,san_francisco,Cactus Cafe & Taqueria,369,464,117,562,380,288
300,san_francisco,Caffe Greco,288,616,343,78,652,293
301,san_francisco,Parma,410,112,460,265,266,472
302,san_francisco,"Isobune Sushi ,",346,128,122,87,152,416
303,san_francisco,Prego Ristorante,565,134,60,137,121,457
304,san_francisco,LA FOLIE,627,620,307,640,105,187
305,san_francisco,RITZ-CARLTON DINING ROOM,418,426,640,620,116,27
306,san_francisco,Miz Brown's Feed Bag,497,430,438,179,496,652
307,san_francisco,San Francisco BBQ,15,22,276,77,354,350
308,san_francisco,Zuni Cafe,644,603,586,282,148,636
309,san_francisco,Le Trou Restaurant Francais,465,86,626,602,288,31
310,san_francisco,Stanford Park,163,175,197,126,653,323
311,san_francisco,WaHaKa Oaxaca Mexican Grill,675,490,124,526,515,136
312,san_francisco,U.S. Restaurant,133,430,652,438,179,288
313,san_francisco,Delancey Street Restaurant,259,294,148,332,56,343
314,san_francisco,ACQUERELLO,199,620,307,370,187,116
315,san_francisco,The Fillmore Grill,197,259,644,56,60,332
316,san_francisco,Bahia,537,671,438,219,288,427
317,san_francisco,The Iron Horse,661,649,379,62,163,597
318,san_francisco,Cafe Jacqueline,144,575,375,203,406,437
319,san_francisco,Pacific Heights Bar & Grill,163,644,349,197,60,595
320,san_francisco,Cafe Marimba,93,449,324,656,675,74
321,san_francisco,La Cumbre,613,618,639,649,349,64
322,san_francisco,El Paseo,659,501,223,21,225,446
323,san_francisco,Korea House,591,565,137,222,518,533
324,san_francisco,Dipsea Cafe,61,565,146,64,17,281
325,san_francisco,Los Chiles,207,445,438,671,79,508
326,san_francisco,Tommy's Joynt,133,54,60,334,109,388
327,san_francisco,Barrio Fiesta,293,374,675,320,302,303
328,san_francisco,Gira Polli,675,490,124,526,515,136
329,san_francisco,Seoul Garden,585,565,133,409,639,137
330,san_francisco,La Pergola,534,288,369,574,293,149
331,san_francisco,South Park Cafe,144,595,661,241,164,437
332,san_francisco,Little City Antipasti Bar,148,644,60,371,612,197
333,san_francisco,Perry's,332,612,2,148,343,197
334,san_francisco,Alfred's,164,348,563,199,10,659
335,san_francisco,California Roastery,565,53,652,17,134,642
336,san_francisco,Venticello,603,644,186,225,418,405
337,san_francisco,Kansai,565,167,265,614,17,457
338,san_francisco,Old Swiss House,62,379,130,161,121,163
339,san_francisco,Straits Cafe,565,652,288,149,336,228
340,san_francisco,Ivy's,608,308,121,130,62,281
341,san_francisco,Casa Madrona,418,576,225,620,348,659
342,san_francisco,Palio d'Asti,644,586,603,669,653,21
343,san_francisco,Wu Kong,595,186,38,148,524,364
344,san_francisco,Kuleto's Trattoria,675,490,124,526,515,136
345,san_francisco,Tre Fratelli,167,222,38,439,148,460
346,san_francisco,Ya Ya,186,241,612,502,245,545
347,san_francisco,San Remo,72,337,538,546,545,41
348,san_francisco,Fior d'Italia,661,133,121,565,148,516
349,san_francisco,JoAnn's Cafe,675,490,124,526,515,136
350,san_francisco,Alioto's Restaurant,512,603,643,148,323,223
351,san_francisco,Oritalia,141,241,597,203,434,502
352,san_francisco,Brasserie Tomo,122,183,288,287,88,37
353,san_francisco,Khan Toke Thai House,368,218,225,244,466,223
354,san_francisco,Victor's,659,199,620,418,446,485
355,san_francisco,FOURNOU'S OVENS,187,90,199,418,116,620
356,san_francisco,Corona Bar & Grill,644,197,60,164,612,332
357,san_francisco,Le Club,446,485,627,116,69,620
358,san_francisco,Geva's Caribbean Cuisine,302,457,450,148,635,239
359,san_francisco,Bizou,536,340,585,675,374,557
360,san_francisco,Citrus North African Grill,233,565,53,17,222,134
361,san_francisco,Chevys,565,222,134,137,80,109
362,san_francisco,Washington Square Bar & Grill,644,379,163,148,595,43
363,san_francisco,Milano Pizzeria,134,222,80,591,565,518
364,san_francisco,Cafe Kati,661,369,348,616,164,592
365,san_francisco,Yuet Lee,427,567,176,607,668,65
366,san_francisco,DePaula's Brazilian Restaurant,425,219,25,291,49,194
367,san_francisco,Guaymas,644,148,460,586,198,603
368,san_francisco,Bardelli's,457,584,608,70,614,239
369,san_francisco,Cafe Macaroni,288,149,438,212,496,671
370,san_francisco,The Squire Restaurant & Wine Cellar,659,90,446,485,544,495
371,san_francisco,PARK GRILL,620,223,603,418,659,576
372,san_francisco,Savannah Grill,379,126,121,148,450,635
373,san_francisco,Cuba,200,512,85,462,358,135
374,san_francisco,Alejandro's Sociedad,408,608,441,635,206,422
375,san_francisco,Caffe Sport,369,227,44,671,60,644
376,san_francisco,Bistro Roti,603,223,644,21,90,586
377,san_francisco,Lascaux Bar & Rotisserie,644,501,669,26,649,653
378,san_francisco,GREEN'S,370,199,644,90,615,120
379,san_francisco,Brandy Ho's on Broadway,221,334,565,427,9,134
380,san_francisco,Capellini,644,138,394,174,62,603
381,san_francisco,CAMPTON PLACE,640,105,187,644,620,564
382,san_francisco,City of Paris,360,422,144,128,574,575
383,san_francisco,Royal Thai,638,588,16,264,32,645
384,san_francisco,Cafe Justin,293,107,649,349,422,653
385,san_francisco,Clement Street Bar & Grill,423,16,565,288,316,284
386,san_francisco,Flea Street Cafe,62,379,661,121,288,174
387,san_francisco,Horizons,259,29,197,278,56,219
388,san_francisco,Roosevelt Tamale Parlor,505,106,369,288,427,319
389,san_francisco,Pacific Tap and Grill,675,490,124,526,515,136
390,san_francisco,Mo's,106,369,166,378,562,541
391,san_francisco,Cadillac Bar & Restaurant,227,60,671,54,323,197
392,san_francisco,The Pacific Grill,603,31,659,21,653,163
393,san_francisco,Hong Kong Tea House,427,129,508,505,435,380
394,san_francisco,Leticia's,135,671,25,438,132,85
395,san_francisco,Courtyard Bar & Restaurant,534,507,335,177,548,346
396,san_francisco,Sanppo,221,537,390,471,391,498
397,san_francisco,The Cliff House,197,60,227,133,219,259
398,san_francisco,Cafe Riggio,439,167,265,565,315,53
399,san_francisco,Samui Thai Cuisine,659,188,565,588,255,244
400,san_francisco,Sam's Anchor Cafe,219,278,227,60,378,49
401,san_francisco,The Acorn,644,174,516,148,302,453
402,san_francisco,Garden Court,418,26,653,501,86,644
403,san_francisco,Bella Vista Restaurant,501,669,644,21,586,349
404,san_francisco,Alessia,138,379,661,62,233,221
405,san_francisco,China House Bistro,352,647,675,492,526,124
406,san_francisco,McCormick Kuleto Seafood Restaurant,644,349,653,603,501,104
407,san_francisco,Moose's,653,379,86,409,644,241
408,san_francisco,TOMMY TOY'S CHINOISE,620,418,640,10,105,116
409,san_francisco,Carrara's,274,505,369,0,102,473
410,san_francisco,THE LARK CREEK INN,105,640,223,370,564,586
411,san_francisco,Bonta,162,364,406,241,141,229
412,san_francisco,Phnom Penh,588,609,300,205,220,98
413,san_francisco,Le Domino,659,418,383,576,225,244
0,washington_dc, Carnegie Deli,304,318,671,79,179,378
1,washington_dc,Elysium,360,561,606,347,675,285
