,Name,Ingredients,Instructions,Image
354,Bay Breeze Cocktail,"['1 ½ ounces (3 tablespoons) 100% pineapple juice', '1 ounce (2 tablespoons) vodka', '3 ounces (6 tablespoons) 100% unsweetened cranberry juice (do not use sweetened or cocktail)', '1 teaspoon maple syrup or simple syrup*', '1 lime wedge']","['1. Add the pineapple juice and vodka to a glass and stir. Fill the glass with ice.', '2. In a shot glass or small pitcher, combine the cranberry juice and syrup* and stir.', '3. To make a layered drink look, tip the glass of pineapple juice slightly and pour the cranberry mixture along side of glass so that it can glide to bottom. (See How to Make a Layered Drink.) Otherwise, just pour in the cranberry and maple and stir.', '4. Garnish with a lime wedge and serve.']",https://www.acouplecooks.com/wp-content/uploads/2019/12/Bay-Breeze-004.jpg
355,Whiskey Ginger,"['2 ounces rye whiskey (or bourbon or Irish whiskey)', '3 ounces ginger ale (4 ounces for more ginger taste)', '1 lime wedge', 'Ice, for serving (try clear ice)']","['1. Add the whiskey and ice to a glass and stir to combine.', '2. Top with the ginger ale. Squeeze in the juice from the lime wedge and serve. Garnish with additional lime wedges or wheels']",https://www.acouplecooks.com/wp-content/uploads/2021/03/Whiskey-Ginger-001.jpg
356,Pumpkin Old Fashioned Cocktail,"['2 ounces* bourbon whiskey', '1 tablespoons pumpkin puree', '½ tablespoon maple syrup', '¼ teaspoon pumpkin pie spice (purchased or homemade)', '¼ teaspoon vanilla', '1 dash Angostura bitters', 'Ice, for serving (try clear ice!)']","['1. Place all ingredients in a cocktail shaker. Add 1 handful ice and shake until cold.', '2. Strain the drink into an ice-filled lowball glass. Garnish with rosemary and an orange peel, if desired.']",https://www.acouplecooks.com/wp-content/uploads/2021/08/Pumpkin-Cocktail-Pumpkin-Old-Fashioned-007.jpg
357,Cranberry Mimosa,"['1 ½ ounces (3 tablespoons) unsweetened cranberry juice, chilled if possible*', '1 ½ ounces (3 tablespoons) orange juice', '4 ounces\xa0 (½ cup) Prosecco', 'For the garnish: orange or blood orange slice, lime slice, or whole cranberries']","['1. Add the cranberry juice and orange juice to a champagne flute.\xa0', '2. Tilt the champagne flute and pour in the champagne or Prosecco. Garnish with an orange slice or lime slice.\xa0']",https://www.acouplecooks.com/wp-content/uploads/2020/10/Cranberry-Mimosa-003.jpg
358,Virgin Bloody Mary,"['2 cups tomato juice, chilled', '¼ cup fresh lemon juice', '2 teaspoons Worcestershire sauce (vegan as desired)', '2 teaspoons prepared horseradish', '2 teaspoons olive juice / brine (optional)*', '½ teaspoon Tabasco hot sauce', '½ teaspoon celery salt', '⅛ teaspoon black pepper', 'Ice, for serving (try clear ice!)', 'For the rim: Old Bay seasoning (purchased or homemade) and kosher salt', 'For the garnish: celery, lemon wedge, olive, cocktail onion (use cocktail picks if desired)']","['1. If time allows, chill the tomato juice. Shake the tomato juice before pouring.', '2. In a large cocktail shaker, combine the tomato juice, lemon juice, Worcestershire sauce, horseradish, olive juice, Tabasco, celery salt and black pepper. Shake well to combine (without ice). Strain into a quart mason jar or small pitcher.', '3. Optional: If time, chill at least 1 hour or overnight for the best flavor. (Or, make ahead and store up to 1 week.) But you also can serve right away!', '4. To serve, on a plate place a mixture of roughly half kosher salt and half Old Bay seasoning (or celery salt). Cut a notch in a lemon wedge, then run it around the rim of a glass. Dip the edge of the rim into a plate of salt.', '5. To each glass, add ½ cup of virgin Bloody Mary mix and stir gently to combine. Fill the glass with ice and add the garnishes.']",https://www.acouplecooks.com/wp-content/uploads/2020/06/Bloody-Mary-017.jpg
359,St Germain Champagne Cocktail,"['1 ounce (2 tablespoons) St. Germain', '1 ounce (2 tablespoons) gin', '½ ounce (1 tablespoon) lemon juice', '½ ounce (1 tablespoon) simple syrup or pure maple syrup', '3 ounces (6 tablespoons) champagne (about ½ glass)*']","['1. Place the St. Germain, gin, lemon juice, and syrup in a cocktail shaker with ice. Shake 15 seconds until cold. Strain the liquid into a champagne flute.', '2. Top off the glass with champagne (no need to measure). Garnish and serve. (Note: You can also make a large batch of the St. Germain, gin, lemon juice, and syrup ahead if desired, then measure out 6 tablespoons per glass.)']",https://www.acouplecooks.com/wp-content/uploads/2019/12/St-Germain-Champagne-Cocktail-006.jpg
360,Harvey Wallbanger,"['2 ounces (¼ cup) vodka', '3 ounces (6 tablespoons) orange juice (fresh squeezed, if possible)', '¾ ounce (1 ½ tablespoons) Galliano liqueur (Galliano L’Autentico)', 'Ice, for serving (try clear ice)', 'For the garnish: Orange wedge, cocktail cherry (optional)']","['1. Add the vodka and orange juice to a glass with ice and stir a few times until cold.\xa0', '2. \xa0Pour the Galliano over the back of a spoon onto the drink. Garnish and\xa0 serve.\xa0']",https://www.acouplecooks.com/wp-content/uploads/2021/02/Harvey-Wallbanger-008.jpg
361,Chocolate Martini,"['1 ½ ounces* vodka', '1 ½ ounce white creme de cacao', '½ ounce Irish cream (like Baileys)', '½ ounce heavy cream', '1 teaspoon simple syrup', '1 teaspoon cocoa powder', 'Grated chocolate, for the garnish']","['1. Add all ingredients to a cocktail shaker. Fill it with 2 handfuls ice and shake it until cold.', '2. Strain into a martini or cocktail glass. If desired, garnish with grated chocolate.']",https://www.acouplecooks.com/wp-content/uploads/2021/02/Chocolate-Martini-003.jpg
362,Oaxaca Old Fashioned (with Mezcal),"['1 ½ ounces tequila reposado', '½ ounce mezcal', '1 teaspoon agave syrup or honey', '3 dashes chocolate bitters (or substitute Angostura bitters)', 'Large ice cube (make clear ice!)', 'Orange peel, for garnish']","['1. Stir the tequila, mezcal, agave syrup, and bitters in a lowball glass. Add a large clear ice cube.', '2. Express the orange peel onto the glass by squeezing it to release the oils. Or if desired, flame the orange peel (taking fire precautions as necessary!): Cut a piece of orange peel in a 2-inch circle. Hold the peel about 2 inches from the cocktail glass and warm it with a lit match. Then, quickly squeeze the peel to express the oils, causing it to flame briefly as the oil hits the glass.']",https://www.acouplecooks.com/wp-content/uploads/2021/11/Oaxacan-Old-Fashioned-005.jpg
363,Margarita Mix,"['½ cup fresh lime juice (4 limes)*', '¼ cup fresh lemon juice (2 lemons)', '1 cup Cointreau (or high quality Triple Sec)', 'To serve: 1 ½ cups tequila blanco or reposado (or 3 tablespoons per drink), kosher salt or sea salt for the rim']","['1. Make the margarita mix: Juice the limes and lemons. Mix them together with the Cointreau. Refrigerate until ready to serve; lasts up to 1 week.', '2. Make a salt rim: Cut a notch in a lime wedge, then run the lime around the rim of a glass. Dip the edge of the rim into a plate of kosher salt or flaky sea salt (or for a festive look, use our Margarita Salt).', '3. Make a single drink or pitcher: Pour 3 ½ tablespoons of margarita mix into a glass and top off with 3 tablespoons tequila (about equal parts). Or, add the entire mix to a pitcher with 1 ½ cups tequila. Serve with ice.']",https://www.acouplecooks.com/wp-content/uploads/2020/02/Margarita-018.jpg
364,Mulled Cider,"['1 whole nutmeg', '10 allspice berries', '10 cloves', '2 star anise', '4 cinnamon sticks', '½ gallon apple cider*', '¼ cup rum, optional', '1 small orange, for garnish', 'Whole cranberries, for garnish']","['1. Toast the spices: Add the nutmeg, allspice, cloves, star anise and cinnamon to the bottom of a pot (or to a skillet for Slow Cooker instructions). Toast over medium heat for 2 to 3 minutes, stirring occasionally, until fragrant.', '2. Stovetop cooking instructions: Turn the heat to low. Pour in the apple cider and bring to below a simmer, just barely bubbling. Warm for 1 hour on low heat (don’t let it simmer). Skim off any particulate if desired, or stir to re-incorporate it.', '3. Slow Cooker & Instant Pot instructions:\xa0Place the apple cider in the slow cooker or Instant Pot (pressure cooker) with the spices. Cook on low for 3 hours OR Normal using the Instant Pot “Slow Cooker” setting.', '4. If using, stir in the rum. Garnish with orange slices and cranberries, then serve.']",https://www.acouplecooks.com/wp-content/uploads/2019/11/Mulled-Cider-003-1-800x1000.jpg
365,Frozen Daiquiri,"['4 ounces (½ cup) best quality light or white rum', '3 ounces (6 tablespoons) lime juice', '2 ounces (¼ cup) simple syrup', '2 ½ cups ice']","['1. Place all ingredients in a blender and blend until smooth. Serve immediately, garnished with a lime wheel if desired.']",https://www.acouplecooks.com/wp-content/uploads/2021/08/Frozen-Daiquiri-003.jpg
366,Whiskey Highball,"['2 ounces whiskey', '4 ounces soda water (or ginger ale or ginger beer, for a sweeter spin*)', 'Lemon wedge', 'Ice, for serving (try clear ice!)']","['1. Fill a glass with ice. Pour in the whiskey and soda water and stir gently.', '2. Squeeze in the lemon wedge and serve.']",https://www.acouplecooks.com/wp-content/uploads/2020/05/Whiskey-Highball-004.jpg
367,Malibu Sunset,"['2 ounces* coconut rum (like Malibu)', '2 ounces pineapple juice', '2 ounces orange juice', '½ ounce grenadine', 'Ice, for serving (try clear ice)', 'For the garnish: drink umbrella, orange slice, and cocktail cherry']","['1. Add ice to highball or hurricane glass. Add the coconut rum, then slowly pour orange juice followed by the pineapple juice.', '2. Pour the grenadine into center of the drink and it will sink to the bottom. Stir gently for the sunset gradient effect. Garnish with a drink umbrella, orange slice and a cocktail cherry.']",https://www.acouplecooks.com/wp-content/uploads/2021/07/Malibu-Sunset-002.jpg
368,Gin Mojito,"['6 mint leaves, plus additional for garnish', '1 ounce* lime juice', '1 ounce simple syrup', '2 ounces gin', '2 to 4 ounces soda water', 'Ice, for serving (try clear ice!)']","['1. In a cocktail shaker, muddle the mint leaves. Add the lime juice, syrup, and gin and fill the cocktail shaker with ice. Shake until cold.', '2. Place ice into a glass, and strain in the drink. Top off the glass with soda water. Garnish with additional mint leaves and lime wedges.\xa0']",https://www.acouplecooks.com/wp-content/uploads/2021/08/Gin-Mojito-001.jpg
369,Cranberry Margarita,"['1 ½ ounces (3 tablespoons) 100% cranberry juice (not\xa0sweetened)*', '1 ½ ounces (3 tablespoons) tequila blanco or reposado**', '1 ounce (2 tablespoons) Cointreau', '½ ounce (1 tablespoon) fresh lime juice', '½ ounce (1 tablespoon) simple syrup\xa0or maple syrup*', 'Kosher salt\xa0or flaky sea salt, for the rim (optional)', 'Ice, for serving (try\xa0clear ice)', 'For the garnish: cranberries, rosemary sprig']","['1. Cut a notch in a lime wedge, then run the lime around the rim of a glass. Dip the edge of the rim into a plate of salt (or for a festive look, use\xa0Margarita Salt).', '2. Place all ingredients in a cocktail shaker and fill it with ice. Shake until cold. Strain the margarita into the glass with the salted rim. Fill the glass with ice, garnish with cranberries and a rosemary sprig, and serve.']",https://www.acouplecooks.com/wp-content/uploads/2020/11/Cranberry-Margarita-007.jpg
370,Boston Sour,"['2 ounces (4 tablespoons) whiskey', '1 ounce (2 tablespoons) fresh lemon juice', '¾ ounce (1 ½ tablespoons) pure maple syrup (or simple syrup)', '1 egg white*', 'Garnish: Orange peel and a cocktail cherry', 'Ice, for serving (optional)']","['1. Add the whiskey, lemon juice, syrup, and egg white to a cocktail shaker without ice. Shake for 15 seconds.', '2. Add ice to the cocktail shaker. Shake again for 30 seconds.', '3. Strain the drink into a glass; the foam will collect at the top. Serve with ice (optional), an orange peel and a cocktail cherry.\xa0']",https://www.acouplecooks.com/wp-content/uploads/2020/04/Boston-Sour-008.jpg
371,Easy Peach Sangria,"['2 ripe peaches', '1 cup raspberries', '1 bottle dry white wine, chilled', '½ cup brandy (or ¼ cup peach schnapps)', '3 tablespoons sugar', '1 handful mint leaves, optional', '1 lemon, sliced into rounds', 'Sparkling water, for serving']","['1. Chop the peaches. Add them to a large pitcher with the raspberries. Sprinkle them with sugar and stir. Let them stand to macerate 1 hour.', '2. After 1 hour, pour in the white wine, brandy, mint leaves and lemon rounds. Stir.', '3. Pour the mixture into individual glasses with lots of ice; add a splash of sparkling water. If desired, place fruit on long skewers as a garnish.']",https://www.acouplecooks.com/wp-content/uploads/2019/07/Peach-Sangria-005-800x1199.jpg
372,Brandy Hot Toddy,"['1 ½ ounces\xa0(3 tablespoons) brandy', '½ ounce\xa0(1 tablespoon) pure maple syrup (or honey)', '½ cup\xa0steaming hot water', '3 apple slices', '1 cinnamon stick']","['1. In the serving glass, stir together the brandy and maple syrup.', '2. Add the apple slices to the glass.\xa0Pour in the hot water and garnish with a cinnamon stick.', '3. Variation for 8 servings: Warm 4 cups water, 1 ½ cups brandy, and 4 tablespoons maple syrup on the stovetop until hot but not boiling. Garnish as in Step 3 and serve.']",https://www.acouplecooks.com/wp-content/uploads/2021/11/Brandy-Hot-Toddy-002.jpg
373,Agave Margarita,"['2 ounces* tequila reposado (or substitute tequila blanco)**', '1 ½ ounces fresh lime juice', '½ ounce agave nectar', '½ ounce Triple Sec', 'Kosher salt or flaky sea salt, for the rim', 'Ice, for serving (try clear ice)', 'For the garnish: Lime wedge']","['1. Cut a notch in a lime wedge, then run the lime around the rim of a glass. Dip the edge of the rim into a plate of salt (or for a festive look, use Margarita Salt).', '2. Place all ingredients in a cocktail shaker with 1 handful ice cubes and shake until cold.', '3. Strain the margarita into the glass with the salted rim. Fill the glass with ice and serve.']",https://www.acouplecooks.com/wp-content/uploads/2021/03/Agave-Margarita-008.jpg
374,Strawberry Margarita,"['3 ounces (6 tablespoons) tequila*', '3 ounces (6 tablespoons) Cointreau', '2 ounces (4 tablespoons) fresh lime juice', '10 ounces (1 ½ cups) frozen whole strawberries (fresh work too!)', '1 tablespoon simple syrup, agave syrup, or maple syrup', '1 cup ice']","['1. Cut a notch in a lime wedge, then run the lime around the rim of two glasses. Dip the edge of each rim into a plate of salt (or for a festive look, use our Margarita Salt).', '2. Place all ingredients in a blender. Blend until fully combined: you can blend until it’s an icy texture, or keep blending for a minute or so until it’s more liquid. Taste and add additional sweetener if desired. Pour into the glasses and serve.']",https://www.acouplecooks.com/wp-content/uploads/2020/04/Strawberry-Margarita-011.jpg
375,Quick Guide to Irish Whiskey (Jameson & More),"['2 ounces*\xa0Jameson Irish whiskey (or use\xa02 ½ ounces\xa0for a stronger flavor)', '1 ounce fresh lemon juice', '¾ ounce simple syrup (or pure maple syrup)', 'Garnish: Lemon wedge, cocktail cherry', 'Ice, for serving (try\xa0clear ice)']","['1. Add the Jameson whiskey, lemon juice, and syrup to a cocktail shaker. Fill with a handful of ice and shake until very cold.', '2. Strain the drink into a lowball or Old Fashioned glass. Serve with ice, a lemon wedge and a cocktail cherry.']",https://www.acouplecooks.com/wp-content/uploads/2020/05/Irish-Mule-005.jpg
376,Long Island Iced Tea,"['½ ounce* vodka', '½ ounce tequila', '½ ounce white rum', '½ ounce gin', '½ ounce Cointreau (or other orange liqueur like Triple Sec)', '1 ounce lemon juice (fresh from a real lemon!)', '3 ounces cola', 'For the garnish: lemon wedge, fresh mint (optional)', 'Ice, for serving (try clear ice!)']",['1. Combine all ingredients in highball glass. Fill it with ice and stir. Garnish and serve.\xa0'],https://www.acouplecooks.com/wp-content/uploads/2021/02/Long-Island-Iced-Tea-003.jpg
377,Bourbon Manhattan,"['2 ounces (4 tablespoons) bourbon whiskey', '1 ounce (2 tablespoons) sweet red vermouth', '3 dashes Angostura or orange bitters', 'Garnish: Luxardo cherry or other cocktail cherry']","['1. Combine the bourbon whiskey, vermouth and bitters in a cocktail mixing glass (or any other type of glass). Fill the mixing glass with 1 handful ice and stir continuously for 30 seconds.', '2. Strain into a coupe or cocktail glass. Garnish with a cherry and serve.']",https://www.acouplecooks.com/wp-content/uploads/2021/03/Bourbon-Manhattan-008.jpg
378,Best Amaretto Coffee,"['8 ounces (1 cup) coffee', '1 ounce (2 tablespoons) amaretto', 'For serving: Homemade whipped cream (or vegan whipped cream)', 'Cinnamon, for dusting']","['1. Make the\xa0whipped cream.', '2. Make the coffee (pourover, Aeropress or your favorite coffee method).', '3. Mix the coffee and amaretto. Top with whipped cream and serve.']",https://www.acouplecooks.com/wp-content/uploads/2020/07/Amaretto-Coffee-003.jpg
379,Grapefruit Margarita,"['2 ounces* tequila blanco', '½ ounce Triple Sec or Cointreau', '1 ½ ounces grapefruit juice**', '½ ounce fresh lime juice', 'Kosher salt or flaky sea salt, for the rim', 'Ice, for serving (try clear ice)', 'For the garnish: Grapefruit wedge']","['1. Cut a notch in a grapefruit wedge, then run it around the rim of a glass. Dip the edge of the rim into a plate of salt (or for a festive look, use our Margarita Salt).', '2. Place all ingredients in a cocktail shaker with 4 ice cubes and shake until cold.', '3. Strain the margarita into the glass with the salted rim. Fill the glass with ice, garnish (if desired), and serve.']",https://www.acouplecooks.com/wp-content/uploads/2021/03/Grapefruit-Margarita-007.jpg
380,Basil “Collins” Cocktail,"['6 basil leaves, plus more for garnish', '4 slices cucumber, cut 1/8″ thick, plus more for garnish', '2 ounces* gin', '1 ounce simple syrup', '½ ounce lemon juice', '2 ounces soda water', 'Ice, for serving (try clear ice!)']","['1. In a cocktail shaker, muddle the basil leaves. Add the cucumber slices and muddle again.', '2. Add the gin, simple syrup, and lemon juice and fill the shaker with ice. Shake for 15 seconds until cold.', '3. Strain the drink into an ice-filled highball glass. Top with soda water and garnish with additional cucumber slices and basil.']",https://www.acouplecooks.com/wp-content/uploads/2021/06/Basil-Cocktail-001.jpg
381,Whiskey and Orange Juice,"['3 ounces* orange juice', '2 ounces whiskey', '2 dashes bitters, optional', 'Ice, for serving (try clear ice!)', 'For the garnish: orange slices and cocktail cherry (optional)']","['1. Add orange juice and whiskey to an ice-filled lowball glass. Shake in the bitters and stir gently.', '2. If desired, garnish with an orange slice and cocktail cherry.']",https://www.acouplecooks.com/wp-content/uploads/2021/07/Whiskey-and-Orange-Juice-005.jpg
382,Virgin Margarita,"['1 ounce (2 tablespoons) fresh lime juice', '½ ounce (1 tablespoon) fresh lemon juice', '¼ teaspoon maple syrup or simple syrup', '⅛ teaspoon pickle juice (optional but recommended!)', '3 ounces tonic water', 'For the garnish: Lime wheel']","['1. Cut a notch in a lime wedge, then run the lime around the rim of a glass. Dip the edge of the rim into a plate of flaky sea salt (or for a festive look, use Margarita Salt).', '2. In the serving glass, stir together the lime juice, lemon juice, maple syrup, and pickle juice (adds just the right funky flavor to mimic tequila). Add the tonic water and ice. Garnish with a lime wheel and serve.']",https://www.acouplecooks.com/wp-content/uploads/2020/02/Virgin-Margarita-011.jpg
383,Pastis Drink,"['1 ½ ounces Pastis or Pernod', '6 ounces ice cold mineral water', 'Ice, optional']","['1. Add the Pastis to a small highball glass. Add ice, if desired (it’s not traditional, but you can do so if desired).', '2. Top with the water and enjoy. You can dilute with more or less water as desired.']",https://www.acouplecooks.com/wp-content/uploads/2021/06/Pastis-Drink-005.jpg
384,Clover Club Cocktail,"['3 ounces (6 tablespoons) gin', '¾ ounce (1 ½ tablespoon) raspberry syrup or grenadine syrup (purchased or homemade)', '1 ounce (2 tablespoons) fresh lemon juice', '1 egg white*', 'For the garnish: lemon twist, fresh raspberries (optional)']","['1. Add the gin, raspberry syrup or grenadine, lemon juice, and egg white to a cocktail shaker without ice. Shake for 15 seconds.', '2. Add the ice to the cocktail shaker. Shake again for 30 seconds.', '3. Strain the drink into a cocktail glass; the foam will collect at the top. Garnish with a lemon twist or fresh raspberries.']",https://www.acouplecooks.com/wp-content/uploads/2020/05/Clover-Club-Cocktail-006.jpg
385,Best Frose Recipe (Frozen Rosé),"['1–750mL bottle rose wine (one you like to drink; we like ours on the dry side)', '8 large strawberries (about 1 ½ cups ripe strawberries, halved), plus more for garnish', '1 tablespoon honey (or maple syrup for vegan)']","['1. Open the rosé and pour 2/3 cup into a glass measuring cup; set aside for when serving.', '2. Remove the tops of the strawberries and cut them in half.', '3. In a blender, blend the remaining rose, strawberries, and honey until smooth and fully combined. Then pour the mixture through a strainer and into a covered baking dish.', '4. Transfer the baking dish to the freezer and freeze at least 6 hours, or overnight. (The alcohol in the mixture will keep it a slushy texture instead of freezing solid.) Blend the mixture again until it comes to a fluffy texture.', '5. To serve, place the blended mixture into a glass. Then pour a splash of rose into each glass (this step is important: it gives the final texture and brings in the character of the\xa0rose). If desired, garnish with strawberries and serve.']",https://www.acouplecooks.com/wp-content/uploads/2018/06/Frose-Frozen-Rose-011.jpg
386,Fireball and Apple Cider,"['2 ounces* Fireball whisky', '3 ounces apple cider', '1 teaspoon lemon juice', 'Ice, for serving (try clear ice!)', 'For garnish: cinnamon stick, lemon peel (optional)']",['1. Stir all ingredients in a lowball glass. Fill with it with ice (like clear ice) and serve.'],https://www.acouplecooks.com/wp-content/uploads/2021/09/Fireball-and-Apple-Cider-003.jpg
387,Gin Gin Mule,"['4 mint sprigs*', '½ ounce (1 tablespoon) fresh lime juice', '½ ounce (1 tablespoon) simple syrup', '2 ounces (¼ cup) gin', '2 ounces (¼ cup) ginger beer', 'For the garnish: lime wedges, mint sprig']","['1. Gently muddle (mash) the mint sprigs in the bottom of the mug using a cocktail muddler or wooden spoon.', '2. Add the lime juice, simple syrup and gin. Stir to combine.', '3. Add ice and the ginger beer and stir gently. Garnish with lime and mint.']",https://www.acouplecooks.com/wp-content/uploads/2019/06/Gin-Gin-Mule-010.jpg
388,Southside Cocktail,"['6 mint leaves', '2 ounces (4 tablespoons) gin', '½ ounce (1 tablespoon) lime juice', '½ ounce (1 tablespoon) lemon juice*', '½ ounce (1 tablespoon) simple syrup or maple syrup', 'For the garnish: Lemon twist, mint leaves']","['1. Add the mint leaves to a cocktail shaker and muddle them.', '2. Add the gin, lemon juice, lime juice and syrup to cocktail shaker. Fill it with ice and shake until cold.', '3. Strain the drink into chilled cocktail glass. Garnish with an additional mint leaf (smack it between your hands to release the oils) and a lemon twist.']",https://www.acouplecooks.com/wp-content/uploads/2020/03/Southside-Cocktail-001.jpg
389,Fall Sangria Recipe,"['1 apple', '1 pear', '1/2 orange', '2 tablespoons sugar', '½ teaspoon cinnamon', '1 750 ml bottle dry red wine, such as Rioja', '1 750 ml bottle sparkling cider or apple cider', 'Optional garnishes: Cinnamon stick, rosemary sprig, remaining orange slices']","['1. Thinly slice the apple, pear, and orange. Place them into a medium bowl and stir in the sugar and cinnamon.', '2. Transfer to a large pitcher. Allow to stand for 1 hour to allow the flavors to meld.', '3. After 1 hour, pour in the red wine. You can use it immediately, or chill for up to 3 hours.', '4. To serve, fill a glass with ice. Fill halfway with sparkling apple cider, then halfway with red wine mixture. Garnish with cinnamon stick, rosemary or orange slices. When you’ve polished off the sangria, you can snack on the sweetened fruit.']",https://www.acouplecooks.com/wp-content/uploads/2019/10/Fall-Sangria-Recipe-006-800x1000.jpg
390,Berry Vodka Smash,"['1/4 lime, cut into 2 wedges', '5 large mint leaves', '8 raspberries or blackberries', '1 ½ ounces (3 tablespoons) vodka', '½ ounce (1 tablespoon) maple syrup or simple syrup', 'Soda water, for serving', 'Crushed ice, for serving']","['1. Place the lime, mint leaves, and berries in cocktail shaker. Muddle (gently mash) them 4 to 5 times to extract their flavor. (Here’s more on How to Muddle Mint.)', '2. Add the vodka, maple syrup and 4 ice cubes. Shake until cold, then pour everything into a glass. Serve with crushed ice.']",https://www.acouplecooks.com/wp-content/uploads/2019/08/Vodka-Smash-002-800x1000.jpg
391,Cucumber Gimlet,"['4 slices cucumber, cut 1/8″ thick, plus more for garnish', '2 ounces gin or cucumber vodka (homemade or purchased)', '½ ounce lime juice, plus a lime wedge for garnish', '½ ounce simple syrup', 'Splash of soda water, optional']","['1. Add the cucumber slices to a cocktail shaker and muddle them (gently mash) to release the juices.', '2. Add the gin or cucumber vodka, lime juice, and simple syrup to a cocktail shaker.\xa0Fill it with ice and shake until cold.', '3. Strain the drink into glass. If desired, add a splash of soda water. Garnish with a lime wedge or cucumber slice and serve.']",https://www.acouplecooks.com/wp-content/uploads/2022/03/Cucumber-Gimlet-005.jpg
392,Spritz Veneziano,"['2 ounces* Aperol, Campari or Cynar', '3 ounces Prosecco or other sparkling wine, chilled', '1 splash soda water', 'Skewer with green olives, to garnish', 'Ice (try clear ice!)']","['1. Add the Aperol to a glass filled with ice and stir. Top with the sparkling wine and soda water.', '2. Squeeze in the orange wedge and stir gently. Garnish with a skewer of green olives and serve.']",https://www.acouplecooks.com/wp-content/uploads/2021/12/Spritz-veneziano-004.jpg
393,Raspberry Mojito,"['6 mint leaves, plus more for garnish', '6 fresh raspberries, plus more for garnish', '2 ounces* white rum', '1 ounce lime juice', '1 ounce simple syrup', '4 ounces soda water', 'Ice, for serving (try clear ice)']","['1. In a cocktail shaker, muddle the mint leaves, then add the raspberries and muddle again. Add the rum, lime juice and simple syrup and fill the cocktail shaker with ice. Shake until cold.', '2. Place ice into a glass, and strain in the liquid. Top off the glass with soda water. Garnish with additional mint leaves and raspberries.']",https://www.acouplecooks.com/wp-content/uploads/2021/04/Raspberry-Mojito-002.jpg
394,Sloe Gin Fizz,"['2 ounces (4 tablespoons) sloe gin', '¾ ounce (1 ½ tablespoons) lemon juice', '½ ounce (1 tablespoon) simple syrup (or maple syrup)', '1 egg white, optional*', 'Soda water']","['1. Place the sloe gin, lemon juice, simple syrup and egg white in a cocktail shaker. Shake vigorously for 15 seconds.', '2. Fill the shaker with ice and shake for 30 seconds until cold.', '3. Strain the drink into a ice-filled highball glass and top with a splash of soda water; the egg white foam forms on top. If desired, garnish with a lemon wedge. Serve immediately.']",https://www.acouplecooks.com/wp-content/uploads/2020/06/Sloe-Gin-Fizz-003.jpg
395,The Japanese Cocktail,"['2 ounces* brandy or Cognac', '½ ounce orgeat syrup', '¼ ounce lemon juice*', '2 dashes Peychaud’s bitters (or Angostura or orange bitters)']","['1. Add the brandy, orgeat syrup, lemon juice, and bitters to mixing glass and stir with ice.', '2. Strain into cocktail glass. If desired, garnish with a lemon peel.']",https://www.acouplecooks.com/wp-content/uploads/2021/05/Japanese-Cocktail-002.jpg
396,Triple Sec Margarita,"['1 ½ ounces (3 tablespoons) tequila blanco or reposado', '1 ounce (2 tablespoons) triple sec (or Cointreau)', '¾ ounce (1 ½ tablespoons) fresh lime juice', 'Kosher salt or flaky sea salt, for the rim', 'For the garnish: Lime wedge']","['1. Cut a notch in a lime wedge, then run the lime around the rim of a glass. Dip the edge of the rim into a plate of salt (or for a festive look, use our Margarita Salt).', '2. Place all ingredients in a cocktail shaker with 4 ice cubes and shake until cold.', '3. Strain the margarita into the glass with the salted rim. Fill the glass with ice and serve.']",https://www.acouplecooks.com/wp-content/uploads/2021/03/Triple-Sec-Margarita-001.jpg
397,Hurricane Cocktail,"['2 ounces (4 tablespoons) dark rum', '2 ounces (4 tablespoons) light rum', '1 ounce (2 tablespoons) orange juice', '1 ounce (2 tablespoons) lime juice', '1 ½ ounces (3 tablespoons) passion fruit syrup (we used Monin Passion Fruit Syrup)', '1 tablespoon grenadine', 'For the garnish: orange wedge and cocktail cherry']","['1. Add the dark rum, light rum, orange juice, lime juice, passion fruit syrup, and grenadine to a cocktail shaker. Fill it with ice and shake it until cold.', '2. Strain into a cocktail glass. If desired, garnish with an orange wedge and cherry.']",https://www.acouplecooks.com/wp-content/uploads/2020/11/Hurricane-Cocktail-005.jpg
398,Toronto Cocktail,"['2 ounces (4 tablespoons) rye whiskey', '½ ounce (1 tablespoon) Fernet-Branca', '½ tablespoon simple syrup\xa0or pure maple syrup', '2 dashes Angostura bitters', 'For the garnish: Orange peel']","['1. Combine the rye whiskey, Fernet-Branca, syrup and bitters in a cocktail mixing glass (or any other type of glass). Fill the mixing glass with 1 handful ice and stir continuously for 30 seconds.', '2. Strain into a glass. Garnish with an orange peel and serve.']",https://www.acouplecooks.com/wp-content/uploads/2020/02/Toronto-Cocktail-003.jpg
